|name_job|type_busy|qualification|location|federalDistrictCode|skills|salary_min|salary_max|salary_stat_mean
131|co founder в ai проект|part-time|Not_qualification|n o t l o c a t i o n|Not_cod|Co,CTO,AI,Alluxe,Web,backend,Full Stack Developer|175000.0|250000.0|108900
132|data engineer|full-time|Not_qualification|м о с к в а|1.0|ELT,Jenkins,gross,pgSQL,Nifi,ETL,Kubernetes,Apache AirFlow,Pandas,PL,SQL,Python,DWH,BI,Docker,TenzorFlow|300.0|380000.0|104400
133|бизнес аналитик|part-time|senior|n o t l o c a t i o n|Not_cod|SConsulting,Visio,ARIS|220000.0|250000.0|108900
134|бизнес аналитик|part-time|senior|n o t l o c a t i o n|Not_cod|MS Visio,SConsulting,Business Studio,ARIS,EPC,MS Office,Visio|250000.0|350000.0|108900
135|data analyst|part-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Google Analytics,Google BigQuery,Product,Google Cloud Platform,Cloud,GTM,SQL,Google Looker Studio,SQl,GGSel,Clickhouse,Google Tag Manager|80000.0|80000.0|109300
136|data инженер|full-time|senior|с а м а р с к а я о б л а с т ь|4.0|ETL,Spark,info,bash,NiFi,data analysis,me,com,Docker,Jupyter,git,Python,SQL,Linux,https,Hadoop map,ing,Data,FineBI|120000.0|180000.0|111700
137|data scientist|full-time|middle|n o t l o c a t i o n|Not_cod|Google Sheets,ML,io,Data Science,Python,SQL,Analyst,me,Smartbrain,Excel,https|350000.0|450000.0|108900
138|аналитик данных|remote|middle|м о с к в а|1.0|Confluence,tg,Python,Linux,Windows,Targetprocess|100000.0|100000.0|104400
139|product analyst|full-time|senior|м о с к в а|1.0|Mail,ML,BCG,Datalens,Lamoda,Superset,Tableau,Greenplum,Airflow,Python,Product analyst,SQL,Yandex,Avito,BI,Ru,IT,ClickHouse|200000.0|250000.0|104400
140|ml engineer|full-time|senior|м о с к в а|1.0|IDF,Hugging Face,DeepSeed,LLM,Torch,AirFlow,Sklearn,MLOps,TensorRT,Brand Analytics,TF,Docker,net,PyTorch,FastAPI,CatBoost,ru,Python,SQL,Telegram,MLM,https,Data Mining,noSQL,ML,LM,MLFlow,IT,analytics,GoLang,legacy,SaaS|450000.0|450000.0|104400
141|ведущий бизнес аналитик|remote|middle|м о с к в а|1.0|net,Confluence,Jira,AS IS,hr,TO BE,UML,BPMN|230000.0|250000.0|104400
142|bi analyst|remote|middle|n o t l o c a t i o n|Not_cod|Azure,ProductOwner,sick days,Product Owner,KL Group,HTML,Power Query,Power BI,DAX,Power,Azure Synapse Analytics,Azure Data Factory,API,performance review,DWH,Odata,Azure DevOps|250000.0|300000.0|108900
143|ml engineer|full-time|senior|n o t l o c a t i o n|Not_cod|SKL,ML,Pytorch,vc,AI,NLP,AI Assistant,http,NLU,LLM,Python,VC,GPU,CPU|500000.0|800000.0|108900
144|системный аналитик dwh|full-time|middle|м о с к в а|1.0|net,Confluence,ETL,Oracle,IT,SQL,DWH,Atlassian Jira|296000.0|296000.0|104400
145|ds lead|full-time|senior|м о с к в а|1.0|ML,AdTech,GPT,DS,IT,GetIT,Chat|400000.0|600000.0|104400
146|senior php разработчик|full-time|senior|с а н к т п е т е р б у р г|2.0|Symfony,Laravel,RabbitMQ,PHP,MySQL,GetIT,Kafka|250000.0|350000.0|105200
147|ml engineer|remote|senior|n o t l o c a t i o n|Not_cod|ECCV,Gradient,Computer Vision,Machine Learning,opencv,TFlite,Pytorch,torchscript,Deep Learning,ICML,github,ICLR,arxiv,Apple,Best of,server,CV Engineer,face beautification,ICCV,numpy,NIPS,ML,CoreML,CVPR,production ready GAN,mobile,SOTA Computer Vision|300000.0|300000.0|108900
148|data engineer|full-time|Not_qualification|м о с к в а|1.0|PostrgeSQL,gross,pgSQL,ETL,Data Vault,DWH,SQL OR,Jenkins,IBS,OR  OR  OR,CI,PL,Git,Hadoop,Skyeng,OR,Greenplum,Bitbucket,ru,Spirit,SQL,Python,Linux,BI,CD,Teradata,https,Fitness,Ad hoc,Oracle,IT|330000.0|330000.0|104400
149|ml engineer|remote|Not_qualification|м о с к в а|1.0|ML,ML C,SMART MONEY|500000.0|500000.0|104400
150|data engineer|part-time|senior|n o t l o c a t i o n|Not_cod|gross,ETL,time,Tableau Server,Python,SQL,Part,CloverCode|150000.0|250000.0|108900
151|tts специалист|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Style Modeling,ASR,AI,Spark,open,NastyaSereb,DL,TTS,CV,Speech,python,TensorRT,CI,Replika,me,pytorch,VAD,NLP,Transfer,Triton,SQL,resource TTS,low,Computer Science,CD,https,backend,ML,ONNX,Voice Conversion,docker|500000.0|800000.0|108900
152|руководитель направления по исследованию данных|full-time|senior|с в е р д л о в с к а я о б л а с т ь|5.0|Sklearn,Lightgbm,Xgboost,RandomForest,Pandas,Catboost,Python,SQL,Statsmodels|230000.0|230000.0|111100
153|управление корпоративных данных|full-time|senior|с а н к т п е т е р б у р г|2.0|gross,JIRA,DG,SQL,Qlik,DQ,Data Governance|170000.0|270000.0|105200
154|machine learning engineer|remote|middle|р е с п у б л и к а т ы в а|6.0|in,AI,DICOM,DL,www,CV,bash,NIfTI,research,core,io,python,Data Science,LinkendIn,MLOps,linkedin,Oxygen Technologies,com,Docker,CEO,Git,DVC,LinkenIn,Prod,PyTorch,CTO,gle,DS,ClearML,https,Research,MLFlow,Nrrd,forms,etc|250000.0|350000.0|104200
155|data full stack analyst|remote|middle|n o t l o c a t i o n|Not_cod|ELT,python,numpy,ETL,Tableau,Kubernetes,Redash,IT,Python,matplotlib,Grafana,pandas,Git,Ad,ClickHouse,CPO,hoc|200000.0|450000.0|108900
156|web аналитик|full-time|middle|м о с к в а|1.0|app,gross,Google Tag Manager,Firebase,IS,TO,web,GTM,BE,Web,Google Analytics,Google BigQuery,Power BI,SQL,Python,appsFlyer,AS,AppMetrica,Looker|300000.0|300000.0|104400
157|системный аналитик dwh|full-time|middle|м о с к в а|1.0|Confluence,gross,ETL,Oracle,IT,SQL,DWH,Atlassian Jira|296.0|296000.0|104400
158|системный аналитик dwh|full-time|middle|м о с к в а|1.0|net,Confluence,ETL,Oracle,IT,SQL,DWH,Atlassian Jira|296000.0|296000.0|104400
159|ведущий разработчик с erp|full-time|middle|n o t l o c a t i o n|Not_cod|SOAP,XML,ERP,HTTP,JSON|250000.0|250000.0|108900
160|руководитель направления|full-time|senior|n o t l o c a t i o n|Not_cod|Confluence,Jira,Superset,Spark,Airflow,Oracle,Python,SQL,FunDay,SM Lab,Docker,Git,data science,STIN|1000.0|2000.0|108900
161|ведущий администратор баз данных|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|SQL,Postgre SQL,MS SQL|13.0|180000.0|105200
162|senior database administrator|full-time|senior|м о с к в а|1.0|ELT,PostgreSQL,ETL,blockchain,Cypher,NoSQL,Airflow,II,Debezium,Match Systems,SQL,Blockchain,Kafka,Database Administrator,anti money laundering,ClickHouse,AML|300000.0|300000.0|104400
163|middle devops engineer|full-time|middle|м о с к в а|1.0|Nexus,bash,Grafana,Avant IT,Gitlab CI,CI,Git,Sentry,OpenVPN,Ansible,PostgreSQL,Terraform,Openshift,Kubernetes,Python,SQL,Cloudflare,Kubespray,CD,Helm,Prometheus,DevOps Engineer,on,Istio|180000.0|250000.0|104400
164|продуктовый аналитик|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Appsflyer,SUPER POWER,Cosmic Vibrations Inc,Singular,learn,SKILLS,Posthog,Amplitude,SQL,Python,test,Offer,https,TO DO,ML,USD,legacy|250000.0|250000.0|108900
165|bi analyst|full-time|middle|n o t l o c a t i o n|Not_cod|KL Group,Product Owner,performance review,Power Query,Power BI,DAX,Power,Telegram,WW,day off|250000.0|300000.0|108900
166|web аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|www,Looker Studio,CV,Google Tag Manager,BD,NK,su,monopoly,BA,web,gavrilenko,com,BB,facebook,net,Google Analytics,Google BigQuery,Yandex Clickhouse,Power BI,ru,SQL,digital,https,hashtag,WEB,tatiana|180000.0|180000.0|108900
167|продуктовый аналитик|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|ML,USD,Appsflyer,SUPER POWER,Posthog,Amplitude,Cosmic Vibrations Inc,SQL,Python,test,Singular,legacy,Offer,learn,TO DO,SKILLS|250000.0|250000.0|108900
168|bi analyst|full-time|middle|м о с к в а|1.0|ML,bi,PostgreSQL,AI,PaaS,Power BI,Ad hoc,Cloud,ru,IaaS,IT,SQL,Python,Intermediate,Bi,BI,Vertica|150000.0|150000.0|104400
169|руководитель продуктового pl|full-time|senior|м о с к в а|1.0|pro,SQL,Excel,https|280000.0|280000.0|104400
170|разработчик mediawiki|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Rubrain,PHP,MediaWiki,MySQL,Telegram|250000.0|350000.0|108900
171|bi analyst|remote|middle|n o t l o c a t i o n|Not_cod|Azure,ProductOwner,sick days,Product Owner,KL Group,HTML,Power Query,Power BI,DAX,Power,Azure Synapse Analytics,Azure Data Factory,API,performance review,DWH,Odata,Azure DevOps|250000.0|300000.0|108900
172|product analyst|remote|junior|n o t l o c a t i o n|Not_cod|app,WindyApp,ARPU,Ad hoc,SQL,Product analyst,Python,Windy,Clickhouse,HR,Retention,LTV|120000.0|200000.0|108900
173|data analyst|full-time|senior|n o t l o c a t i o n|Not_cod|Proficiency in Python,Salary budget,www,Form of work,ETL tools,advantage,Contact,We,visualisation libs,Product Analyst,from,and keep innovating,group,Plan,You will,https,ing,Astromer,Muse Group,Airflow,execute,Employment,Clickhouse,etc|4000.0|4000.0|108900
174|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,Clickhouse,me,Data Platform,https|150000.0|400000.0|108900
175|data analyst|full-time|senior|n o t l o c a t i o n|Not_cod|Proficiency in Python,Salary budget,Form of work,ETL tools,advantage,We,visualisation libs,Product Analyst,from,and keep innovating,Plan,You will,ing,Astromer,About Us,Muse Group,Airflow,execute,Employment,Clickhouse,etc|4000.0|4000.0|108900
176|senior|full-time|middle|м о с к в а|1.0|ML,PostgreSQL,ad,MS,SQL,Python,Clickhouse,BI,hoc|200000.0|200000.0|104400
177|senior devops инженер|full-time|senior|м о с к в а|1.0|PostgreSQL,NoSQL,Kubernetes,ELK,CI,SQL,MySQL,Devops,MongoDB,it,Docker,Grafana,CD,Redis,ClickHouse,Ansible|300000.0|400000.0|104400
178|системный аналитик dwh|full-time|middle|м о с к в а|1.0|Confluence,Jira,gross,ETL,Oracle,IT,SQL,DWH|296000.0|296000.0|104400
179|data engineer|remote|middle|м о с к в а|1.0|pgSQL,ETL,ERWin,PL,Java Enterprise Edition,Powershell,Spring,Big Data,Hadoop,PostgreSQL,SQL,RUB gross,Green Plum,Aston,PowerDesinger,MSSQL,CASE,TSQL,Informatica PowerCenter,Oracle,IT,Kafka,Oracle GoldenGate|200000.0|310000.0|104400
180|data scientist|full-time|senior|м о с к в а|1.0|OpenCV,PyTorch,Data Science,ai,DS,MLOps,production,Python,DL,Linux,Raspberry Pi,IT,MVP,Git,https|400000.0|500000.0|104400
181|преподаватель онлайн курса искусственный интеллект в медицине|part-time|junior|n o t l o c a t i o n|Not_cod|AI,Data Science,Machine Learning,Best Practices,Zoom,IT,telegram,OTUS|3000.0|5000.0|108900
182|devops|full-time|middle|n o t l o c a t i o n|Not_cod|STL,DevOps,Boost,git,ru,Python,gitlab,Linux,CMake,cmake|300000.0|300000.0|108900
183|data analyst|remote|middle|n o t l o c a t i o n|Not_cod|OLAP,Tableau,MIA Dev,SSAS,SQL,SSIS,PowerBI|100000.0|140000.0|108900
184|data scientist|full-time|Not_qualification|м о с к в а|1.0|PyCharm,git,FinTech,SQL,Python,CRM|240000.0|290000.0|104400
185|руководитель отдела аналитики|remote|senior|м о с к о в с к а я о б л а с т ь|1.0|net,Appmetrica,PostgreSQL,Google Analytics,Appsflyer,Tableau,web,DAX,SQL,Python,Excel|200000.0|280000.0|109300
186|data engineer|remote|middle|м о с к в а|1.0|pgSQL,ETL,ERWin,PL,Java Enterprise Edition,Powershell,Spring,Big Data,Hadoop,PostgreSQL,SQL,RUB gross,Green Plum,Aston,PowerDesinger,MSSQL,CASE,TSQL,Informatica PowerCenter,Oracle,IT,Kafka,Oracle GoldenGate|310000.0|310000.0|104400
187|senior qa full stack|full-time|senior|n o t l o c a t i o n|Not_cod|QA Full Stack,Unit,Forex,Task Agency,Selenide,HTTP,IT,Blockchain,REST,Gradle,GitLab CI,CD,Selenium,HTTPs,Java|400000.0|400000.0|108900
188|data аналитика|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Data,Superset,email,ai,superset,WA,Athena,Presto,Python,SQL,Clickhouse,Git,etl,Trino|300000.0|300000.0|108900
189|продуктовый аналитик|full-time|Not_qualification|м о с к в а|1.0|Google Firebase,AppsFlyer,Reporting services,Tableau,Power BI,KPI,GTM,Amplitude,SQL,Python,GA,QlikView,Hoff|185000.0|185000.0|104400
190|продуктовый аналитик|full-time|Not_qualification|м о с к в а|1.0|Google Firebase,AppsFlyer,Reporting services,Tableau,Power BI,KPI,GTM,Amplitude,SQL,Python,GA,QlikView,Hoff|185000.0|185000.0|104400
191|web аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|www,Looker Studio,CV,Google Tag Manager,BD,NK,su,monopoly,BA,web,gavrilenko,com,BB,facebook,net,Google Analytics,Google BigQuery,Yandex Clickhouse,Power BI,ru,SQL,digital,https,hashtag,WEB,tatiana|180000.0|180000.0|105200
192|senior product analyst|remote|senior|n o t l o c a t i o n|Not_cod|notion,emex,EMEX,Product,tg,SQL,Python,commerce,group,Analyst,https,site,pvs,Product Analyst|280000.0|380000.0|108900
193|продуктовый аналитик|full-time|middle|с а н к т п е т е р б у р г|2.0|Daruma,tg,IT,SQL,Python,Grafana,ClickHouse,Hadoop|350000.0|350000.0|105200
194|data engineerdata analyst|remote|senior|n o t l o c a t i o n|Not_cod|ETL,Superset,Adjust,Branch,DBT,Tableau,Postgre,Tiktok,Google Analytics,Excdev,Google Ads,Binom,AppsFlyer,SkadNetwork iOS,Airflow,Google Looker,AppMetrica,Clickhouse,Meta|200000.0|300000.0|108900
195|lead data analyst|full-time|senior|м о с к в а|1.0|AB,Google Analytics,web,iGaming,MariaDB,SQL,Python,Hard Skills,Amplitude,Soft Skills,tech,https,ClickHouse,Your Personal Agent,LTV|250000.0|350000.0|104400
196|преподаватели по курсу data analytics|remote|middle|n o t l o c a t i o n|Not_cod|Data analytics,Google presentation,Python,it,BI,Algorithms,ITCH|2500.0|2500.0|108900
197|аналитик данных|full-time|middle|м о с к в а|1.0|STONE,DataLens,ETL,DataHub,data driven,DWH,stone,City,Deploy,Confluence,io,Streamlit,Docker,GitLab,pvs,excel,net,draw,Power BI,ru,Monitoring,Python,SQL,telegram,BI,https,stoneru,Docs,MSSQL,ML,notion,Airflow,Reporting,SSIS,DE,ClickHouse,linux,site|150000.0|180000.0|104400
198|devops engineer|full-time|middle|м о с к в а|1.0|SberCloud,IaaS,Devops,Grafana,elk,CI,gitlab,Docker,Ansible,PostgreSQL,Terraform,Yandex Cloud,Kubernetes,IaC,RabbitMq,CD,Prometheus,DevOps Engineer,IT,NET|250000.0|320000.0|104400
199|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,Clickhouse,me,Data Platform,https|150000.0|400000.0|108900
200|бизнес аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|ELT,ETL,SQL,DWH,BI,UML|250000.0|250000.0|108900
201|senior|full-time|middle|м о с к в а|1.0|ML,PostgreSQL,ad,MS,SQL,Python,Clickhouse,BI,hoc|200000.0|200000.0|104400
202|etl developer|full-time|middle|м о с к в а|1.0|Informatica PC,PostgreSQL,ETL,IBM DataStage,ru,SQL,DWH,BI,UML,Pentaho Data Integrator,https,Java|250000.0|250000.0|104400
203|data scientist|full-time|Not_qualification|м о с к в а|1.0|MSSQL,PostgreSQL,Data Science,ETL,Oracle,FinTech,SQL,Python,airflow,grafana,Git,docker|200.0|350000.0|104400
204|разработчик etl|full-time|middle|n o t l o c a t i o n|Not_cod|Informatica PC,PostgreSQL,ETL,IBM DataStage,SQL,DWH,BI,UML,Pentaho Data Integrator,Java|250000.0|250000.0|108900
205|руководитель продуктового pl|full-time|senior|м о с к в а|1.0|Excel,SQL|280000.0|280000.0|104400
206|ml engineer|full-time|Not_qualification|т у л ь с к а я о б л а с т ь|1.0|IT Test,AI,LangChain,LLM,IT,ChatGPT,Python,Streamlit,Chroma,RAGAs|330000.0|330000.0|111700
207|team lead|remote|senior|n o t l o c a t i o n|Not_cod|Deep Learning,ML,GGTechnology,OpenCV,Computer Vision|300000.0|400000.0|108900
208|web аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|www,Looker Studio,CV,Google Tag Manager,BD,NK,su,monopoly,BA,web,gavrilenko,com,BB,facebook,net,Google Analytics,Google BigQuery,Yandex Clickhouse,Power BI,ru,SQL,digital,https,hashtag,WEB,tatiana|150000.0|180000.0|105200
209|дата аналитик|remote|middle|n o t l o c a t i o n|Not_cod|Google Sheets,ETL,Pandas,Google Tag Manager,App,Albato,Google Cloud,BigQuery,Garpun,JetStat,Web,AppsFlayer,Google Analytics,Google Data Studio,Google BigQuery,performance review,Amplitude,Python,SQL,UX,YouTalk|100000.0|150000.0|108900
210|преподаватели по курсу data analytics|part-time|middle|n o t l o c a t i o n|Not_cod|Data analytics,Python,Algorithms,CET,PowerBI|2500.0|2500.0|108900
211|ведущий аналитик|remote|junior|n o t l o c a t i o n|Not_cod|gross,Appsflyer,ETL,Superset,QlikSense,Mixpanel,QlikView,Firebase,Datalens,Tableau,MySQL,Excel,Vertica,Hadoop,Google Analytics,SQL Server,Google Data Studio,Google BigQuery,Power BI,Amplitude,SQL,Python,Oracle,AppMetrica,Postgres|250000.0|250000.0|108900
212|data scientist|full-time|Not_qualification|м о с к в а|1.0|MSSQL,PostgreSQL,Data Science,ETL,Oracle,FinTech,SQL,Python,airflow,grafana,Git,docker|240000.0|350000.0|104400
213|data analyst|remote|senior|n o t l o c a t i o n|Not_cod|Oracle,sql,SQL,BI|300000.0|350000.0|108900
214|qa engineer|full-time|Not_qualification|м о с к в а|1.0|app,api,GitLab CI,io,back,vacancies,CI,commerce,Docker,Git,gRPC,Python,SQL,CD,Bash,https,backend,REST API,Kafka,QA Engineer|180000.0|400000.0|104400
215|преподаватели по курсу data analytics|part-time|middle|n o t l o c a t i o n|Not_cod|Data analytics,Google presentation,Power BI,Python,SQL,Algorithms,CET,Product analytics|2500.0|2500.0|108900
216|data scientist|full-time|middle|м о с к в а|1.0|in,Fintech,catboost,www,core,Data Science,Pyspark,linkedin,xgboost,com,Prod,pandas,lightgbm,learn,numpy,git,ru,SQL,ML Platorm,MacBook,https,Research,ML,scikit,Airflow,kuber,etc|200000.0|300000.0|104400
217|data engineer|full-time|senior|м о с к в а|1.0|Spark,data quality,DWH,AirFlow,Java,DBT,Scala,CDC,KafkaConnect,Dbt,Yandex Cloud,Python,SQL,Apache Pulsar,Hudi OpenMetaData,Data,GreenPlum,Airflow,Trino Clickhouse Parquet,AF,Kafka,ClickHouse,Debezium|200000.0|350000.0|104400
218|или postgresql|remote|Not_qualification|n o t l o c a t i o n|Not_cod|IT,gross,PostgreSQL,MS SQL|180000.0|180000.0|108900
